move_id	Command	Hit level	Damage	Start up frame	Block frame	Hit frame	Counter hit frame	Notes
1760	b+3	m	12	23~24	-8~-7	+3~+4	+3~+4	
1761	b+3, 3	m, h	12,15	23~24	-6	+3	CS	
	B+3~4	(Special)		b				
1831	b+4	m	14	12	-9	+2	+2	
1826	b+1+2	m	30	13~14	-19~-18	KND	KND	
1623	u/b+2	mh	13,21	16,32~33	-10~-9	+9~+10	+9~+10	
1622	u/b+2 (First hit only, Second hit miss)	m	13	16	-37	-26	-26	
1522	u/b+1+2	!	70	79	CS	CS	CS	
	u+2	m (TJ)	30	38~40 js9~	+2~+4	KND	KND	
1520	u/b or u or u/f+1	m (TJ)	12	18~19 js6~	-7~-6	+4~+5 (+12~+13)	+4~+5 (+12~+13)	
1538	u/f+2	m	18	18	-10	+3	CS	
1558	u/b or u or u/f+3	m (TJ)	22	21~23 js9~	-2~0	KND	KND	
1574	u/b+4	m (TJ)	11	15~17 js9~	-20~-18	-8~-6	-8~-6	
	u+4	m (TJ)	15	15~17 js9~	-13~-11	KND	Launch (JG?)	
	u/f+4	m (TJ)	13	15~17 js9~	-13~-11	Launch (JG?)	Launch (JG?)	
1471	u/f+3+4	mhh	10,10,10	24~26 tc6~23, 31~33, 37~38 js33~	-10~-9	Launch	Launch	
1469	u/f+3+4 (Third hit miss)	mh	10,10	24~26, 31~33 js33~	-16~-14	Launch	Launch	
1467	u/f+3+4 (second and third hit miss)	m	10	24~26 js33~	-28~-26	-17~-15	-17~-15	
1474	u/f+3+4, 3	mhh, h	10,10,10,21	24~26 33~	-6~-5	KND	KND	
1628	f, F+2	m	25	18~19 (19~)	-9~-8	KND	KND	
1645	f, F+3	m	30	32~33 (33~)	+8~+9s	+8~+9s	JG	
1648	f, F+4	m	13	19~20 (20~)	-15~-14	Launch (JG?)	Launch (JG?)	
1649	f, F+4, 3	m, m	13,21	19~20 (20~)a	-14~-13	JG	JG	
	f, F+4, d3	m, m	13,21	19~20 (20~)	-14~-13	JG	JG	
1630	f, F+1+2	m	21	23~24 (24~) pc6~22	-12~-11	KND	KND	Power crush
	f, F+1+2* (Very long hold)	m	25	39~40 (40~) pc6~22	+3~+4	+14~+15	+14~+15	Power crush
	b, f+1	m	25	25~26 (25~)	-15~-14	KND	CS	
	f, f, f+3	m (TJ)	30	20~25a (23~) js5~	+6~+11g	KND	KND	
1799	WS+1	m	13	14	-1	+5	+5	
1800	WS+1, 2	m, m	13,13	14	-10	+1	+1	
1801	WS+1, 2, 1	m, m, m	13,13,20	14	-12~-11	KND	KND	
1802	WS+2	m	17	15~16	-9~-8	KND	KND	
1805	WS+3	m	16	15~16a	-12~-11	Launch (JG?)	Launch (JG?)	
1806	WS+4	m	18	11~12	-7~-6	+7~+8	+29g(m)	
1803	WS+1+2	m(h or m punch parry)	20	23~24 (3~8)	-9~-8	KND(+16)	KND	
1611	FC+d/f+1	l	19	21~22s cs1~	-12~-11	-1~-0	KND	
1619	FC+d/f+2	m	25	18s	-14	CS	CS	
1621	SS+2	h	18	15b(24~)	+3	+9	+9	Homing
1796	SS+3	h	12	18~19 (27~)	-13~-12	-2~-1	-2~-1	
	SS+3, b	h	12	18~19b (27~)	-11~-10	0~+1	0~+1	
1798	SS+3, 2	h, m	12,20	18~19 (27~)b	-5~-4	CS	CS	
1784	SS+4 (Close)	l	21	20~22 (29~) cs10~	-31	KND	KND	
	SS+4	l	14	20~22 (29~) cs10~	-31	-3~-1	KND	
1629	SS+1+2	m	21	22~23 (31~)	+1~+2	KND	KND	
	Grounded face up 3+4	m	20	30~33 js28~	-5~-2	KND	KND	
1781	Opponent Down d+3+4	On grounded opponent(l)	19	24~25	-13~-12	-2~-1	-2~-1	
	1+3+4	(Special)		24~25				
	1+2+3+4	(Special)		24~25				
	1+2+3+4*	(Special)		24~25				
	f+3+4	(STC)		(3~)				
	f+3+4	Parry, m(STC)	21	3~	-17	KND	KND	
	STC b	(KNP)		b				
1701	STC 1	m	20	20~23 (40~)	-14~-11	KND	KND	
1703	STC 2	m?	15	15~16 (35~)	-13~-12	Launch (JG?)	Launch (JG?)	
1707	STC 3	h	30	20~21 (40~)	+8~+9	KND	KND	
1708	STC 4	l	20	20(40~)	-14	+2	KND	
1704	STC 1+2	m	7	15~16 (35~)	-9~-8	+2~+3	+2~+3	
1705	STC 1+2, 1	m, h	7,8	15~16 (35~)	-11	0	0	
1706	STC 1+2, 1, 2	m, h, h	7,8,18	15~16 (35~)	-11	KND	KND	
	b+3+4	(KNP)		15~16 (35~)				
	KNP f	(Special)(Parry)(KNP)		15~16 (35~)				
1663	KNP 1	l (TC)	22	20~21s (35~) cs15~	-13~-12	+8~+9s	KND	
1664	KNP 2	h	20	14(29~)	-9	KND	KND	
1665	KNP 3	m (TJ)	17	22~23a (37~) js15~	-12~-11	Launch (JG?)	Launch (JG?)	
1666	KNP 4	m (TJ)	30	31~34as (46~) js15~	-7~-4	KND	KND	
1667	KNP 4, 3+4	m (TJ), m	30,20	js38~	-3~-0	KND	KND	
	qcf	(Special)		s				
1462	qcf+1	l (TC)	23	22~23 (24~) cs6~	-14~-13	+2~+3	KND	
1463	qcf+2	m?	22	22~23 (24~)	-14~-13	Launch	Launch	
1465	qcf+1+2	m	23	16~17 (18~)	+4~+5s	+8~+9s	KND	
1808	qcf+3+4	(STC)		16~17 (18~)				
	qcf, ,			16~17 (18~)				
	B+3~4	(Special)		b				
1635	BT 1	h	12	12	-3	+14	+14	
1636	BT 2	m	12	16b	-6	+5	+5	
1637	BT 2, 2	m, m	12,17	16	-13~-11s	KND	KND	
	BT 3	m	30	32~33	+8~+9s	+8~+9s	JG	
	BT 4	h	18	10	-8	KND	KND	
1632	BT 1+2	m	22	16~17b	-5~-4	CS	CS	
1772	BT d+3 (Close)	l (TC)	21	18~20s cs6~	-26	KND	KND	
	BT d+3	l (TC)	14	18~20s cs6~	-26	-4~-2	KND	
1840	BT 1+4 or 2+3	h(Throw)	50	13	Throw(KND)	Throw(KND)	Throw(KND)	
