move_id	Command	Hit level	Damage	Start up frame	Block frame	Hit frame	Counter hit frame	Notes
1691	WS+4	m	20	11~13	-10~-8	KND	KND	
	WS+b+4 or QCB+4	h	20	14~16	-4~-2	+1~+3	CS	
1643	FC+3	l (TC)	11	15~17s cs1~	-15~-13	-4~-2	-4~-2	
1644	FC+3, 2	l (TC), h	11,6	15~17 1~b	0	+7	+7	
1746	FC+3, 2, 1	l (TC), h, h	11,6,6	15~17 1~	-1	+6	+10	
1877	FC+3, 2, 1, 4	l (TC), h, h, m	11,6,6,12	15~17 1~	-18~-16	Launch (JG?)	Launch (JG?)	
1822	FC+d/f+2	l (TC)	10	19s cs1~	-17	-6	-6	
	FC+d/f+2, D/F	l (TC)(RDS)	10	19bs cs1~	-8	+3	+3	
1792	FC+d/f+2, 1	l (TC), l (TC)	10,14	s cs1~	-11	0	0	
	FC+d/f+2, 1, D/F	l (TC), l (TC)(RDS)	10,14	bs cs1~	-8	+3	+3	
1870	FC+d/f+4	l (TC), (AOP)	10	18~20 cs1~	-7~-5	+4~+6	+4~+6	
1872	FC+d/f+4, 4	l (TC), l (TC)	10,10	s cs1~	-6~-4	+5~+7	+5~+7	
1695	SS+3	l (TC)	23	27~28 (36~) cs6~	-23	KND	KND	Homing
1696	SS+3, d+1+2	l (TC), (AOP)	23	27~28 (36~) cs6~		KND	KND	Homing
	SS+3, b (Cancel)	(RDS)		bs				
1685	SS+4	l (TC)	19	18~19s (27~) cs6~	-13~-12	-2~-1	KND	
	1+3+4	(Special) (TJ)		18~19 (27~) 6~				
	2+3+4	(Special)		18~19 (27~) 6~				
	d/b+1+2 (SSR)	(HYP)		18~19 (27~) 6~				
	u/b+1+2 (SSL)	(HYP)		18~19 (27~) 6~				
	HYP 1+2	(HYP)		18~19 (27~) 6~				
	HYP 1+4	(Special), Parry		18~19 (27~) 6~		+5		
1812	HYP 2 (After on step)	m(HYP)	25	22(42)	-4	KND	KND	
	HYP 2 (After two step)	m(HYP)	30	22(67)	+5	KND	KND	
	HYP 2 (After three step)	m(HYP)	35	22(92)	+24	KND	KND	
1722	HYP 4	h	20	14~16 (34,51,84)	-4~-2	+1~+3	CS	
1720	HYP 3+4	h (TJ)	26	25~26a (45,70,95) js12~	+2~+3	KND	KND	
1816	HYP 2+3 (After on step)	!?(HYP)	40	61(81)	KND	KND	KND	
	HYP 2+3 (After two step)	!?(HYP)	50	61(106)	KND	KND	KND	
	HYP 2+3 (After three step)	!?(HYP)	60	61(131)	KND	KND	KND	
	b+3+4	(RDS)		b				
	FC+d/b+3+4	(Special)		b				
	RDS u/f, f	(Special)						
	RDS u/f, f, D/F	(Special)		s				
1593	RDS 1	m	17	16~18	-5~-3	+4~+6	CS	
1594	RDS 1, 4	m, h (TJ)	17,24	js12~	-6~-3	KND	Tail spin	Tail spin
1603	RDS 2	h(RDS)	9	12b	0	+6	+6	
1745	RDS 2, 1	h, h	9,8	12	-1	+6	+10	
1878	RDS 2, 1, 4	h, h, m	9,8,15	12	-18~-16	Launch (JG?)	Launch (JG?)	
1940	RDS 2, 2	h, m	9,12	12b	-7~-5	+4~+6	+4~+6	
1948	RDS 2, 2, 1	h, m, mmm	9,12,7,7,7	12s	-13~-7 (-18)	-2~+4s	-2~+4s	
	RDS 2, 2, 1, D	h, m, mmm, (AOP)	9,12,7,7,7	12	-13~-7 (-18)	-2~+4s	-2~+4s	
1618	RDS 3	m (TJ)	25	18~19b js9~	-19~-18	KND	KND	Wall bounce
1621	RDS 4	m	17	13~15	-18~-16	Launch (JG?)	Launch (JG?)	
1606	RDS 1+2	mm	6,6	16~18, 23~24	-5~-4	+6~+7	+6~+7	
1608	RDS 1+2, 1+2	mm, mm	6,6,6,6	16~18, 23~24s	-11~-10	0~+1s	0~+1s	
	RDS 3+4 or u+3+4	(Special)		16~18, 23~24				
	RDS d+3+4	(Special)		16~18, 23~24				
	RDS 1+4	Parry(RDS)		1~		+5		
2039	RDS f+1+2	m(h or m punch parry)	21	23	-8	+3(CS)	+5	
	RDS f+3+4	(Special)?(RDS)		b				
1916	RDS f+3+4, 3+4	m(RDS)	23	12~13b (25~26) ar1~	-11~-10	Launch (JG?)	Launch (JG?)	
	RDS b+3+4	(RDS)		b				
1648	RDS d+3	l	10	16	-12	+7s	+7s	
1652	RDS d+3, 4	l, h	10,20	16	-5~-4	KND	Tail spin	Tail spin
1893	RDS d+4	l	21	24~26s cs8~	-26	KND	KND	
	RDS d/b or d or d/f+1+2	(RDS)		24~26 8~				
	RDS d+1+4	Low parry(RDS)		1~				
1892	RDS d/b or d/f+4	l(!)(RDS)	0	15	+2	+2s	+12s	
1857	RDS u or u/f+1	l (TJ), (Special)	22	33~35 js9~23	-7~-5	+12~+14s	+12~+14s	
1867	RDS f, F+3	m (TJ)(RDS)	18	16b(17~) js3~15	-5	+6	KND	
1911	RDS f, F+3+4	m (TJ)(, !(Throw))	25(,20)	39~51 (47~) js10~	-3~+9	KND(Throw)	KND(Throw)	
	RDS 1+3 or 2+4	h(Throw)(RDS)	35	12		Throw(KND)		
1992	RDS f, F+1+3 or f, F+2+4	(Special) (TJ), h(Throw)(RDS)	35	31a(32~) js1~26		Throw(KND)		
	d+1+2 or FC+1+2 RDS d+1+2	(Special) (TC)(AOP)		(cs1)				
1799	AOP 1	m	11	18s	-5	+6	+6	
1800	AOP 1, 2	m, h	11,15	18b	-6~-5	+7~+8	+7~+8	
1824	AOP 2	m	10	13~14	-11~-10	0~+1	0~+1	
1825	AOP 2, 1	m, m	10,20	13~14	-12~-11	KND	KND	
	AOP 2, 1, b (Cancel)	m(RDS)	10	13~14b	-14~-13	-3~-2	-3~-2	
1786	AOP 3	l (TC)	19	25~30s cs1?~	-16~-11	0~+5	KND	
1869	AOP 4	m	14	12~13	-4~-3	+7~+8	+7~+8	
1909	AOP 4~3	l (TC)	25	23~25s (a)(23) cs5?~	-33	KND	KND	
1903	AOP 1+2	m	25	19	-5	KND	KND	Wall bounce
1996	AOP 1+3 or 2+4	(Special) (TC), h(Throw)	35	12(42)		Throw(KND)		
1871	AOP f+4	l (TC), (Special)	10	18~20 cs1~	-7~-5	+4~+6	+4~+6	
	AOP f+4, 4	l (TC), l (TC)	10,10	s cs1~	-6~-4	+5~+7	+5~+7	
1797	AOP d+1	l (TC)	13(,25)	19~21s cs1~	-12~-10	-1~+1	KND(Throw) +19	
1904	AOP d+1+2	m	21	26 cs1~25	-8	Launch(JG?)	Launch(JG?)	
1841	AOP u/b or u or u/f+3	m (TJ)	14	15~17 js10~	-17~-15	Launch (JG?)	Launch (JG?)	
1954	AOP u/b or u or u/f+3, 1	m (TJ), m (TJ), (Special)	14,22	js1~22	-4~-3	+7~+8s	+7~+8s	
1854	AOP u/b or u or u/f+3, 3	m (TJ), h (TJ)	14,25	js1~	-8	KND	KND	
1886	AOP u/b or u or u/f+3, 4	m (TJ), m	14,19	js1~12	-14~-12	-3~-1	+22g(KND)	
1873	AOP u or u/f+4	m (TJ)	12	16~26s js8~	-10~0	+1~+11	+1~+11	
1876	AOP u or u/f+4, B	m (TJ)(RDS)	12	16~26b js8~	-15~-5	-4~+6	-4~+6	
	AOP u or u/f+4, d+1+2	m (TJ), (Special)	12	16~26 js8~	-12~-2	-1~+9	-1~+9	
	AOP u or u/f+4, 4	m (TJ), m (TJ)	12,12	s js18~	-12~0	-1~+11	-1~+11	
	AOP u/b or u or U/F	(Special) (TJ)		js9~				
1846	AOP u/b or u or u/f, n+3	m (TJ)	30	12~16 (28~30) js1~	-23~-19	+6~+10b	+6~+10b	
	AOP u/b or u or u/f, n+3, d+1+2	m (TJ), (Special)	30	12~16 (28~30) js1~	-10~-8	+19~+21b	+19~+21b	
1880	AOP u/b or u or u/f, n+4	m (TJ)	25	8~9 (23~24) js1~	-8~-7	KND	KND	
	AOP u/b or u or u/f(When landing)4	m (TJ)	25	9~10 (40~41) js1~5	-10~-9	+1~+2	+1~+2	
1851	AOP u/b or u or u/f(When landing)3	l (TC)	19	15~16s (46~47) js1~6 cs7~	-18~-17	KND	KND	
	AOP d/b or b or d/f or f	(Special)		15~16 (46~47) 1~6 7~				
	AOP b, b or f, f	(Special)		15~16 (46~47) 1~6 7~				
	AOP d	(Special)		15~16 (46~47) 1~6 7~				
	AOP b+3+4	(Special)		b				
	AOP f+3+4	(Special)		s				
	AOP f+3+4, d+1+2	(Special) (TJ), (Special) (TC)(AOP)						
